"time","class","pkts","tcp_retx_pkts"
"24-Sep-2013 05:00:00","Inbound",1233841,4299
"24-Sep-2013 05:00:00","Outbound",1674773,15203
"24-Sep-2013 04:00:00","Inbound",1680302,3739
"24-Sep-2013 04:00:00","Outbound",2048088,17946
"24-Sep-2013 03:00:00","Inbound",2545935,3911
"24-Sep-2013 03:00:00","Outbound",2612937,18597
"24-Sep-2013 02:00:00","Inbound",2744159,8247
"24-Sep-2013 02:00:00","Outbound",2958024,24473
"24-Sep-2013 01:00:00","Inbound",3224672,7085
"24-Sep-2013 01:00:00","Outbound",3709222,29096
"24-Sep-2013 00:00:00","Inbound",6179407,9748
"24-Sep-2013 00:00:00","Outbound",7799153,55931
"23-Sep-2013 23:00:00","Inbound",8506088,15943
"23-Sep-2013 23:00:00","Outbound",8945925,53212
"23-Sep-2013 22:00:00","Inbound",11610423,54282
"23-Sep-2013 22:00:00","Outbound",10921242,91959
"23-Sep-2013 21:00:00","Inbound",16748915,55477
"23-Sep-2013 21:00:00","Outbound",13623038,73560
"23-Sep-2013 20:00:00","Inbound",20474415,59850
"23-Sep-2013 20:00:00","Outbound",16406767,76128
"23-Sep-2013 19:00:00","Inbound",32570205,110590
"23-Sep-2013 19:00:00","Outbound",23618269,206592
"23-Sep-2013 18:00:00","Inbound",30021459,137606
"23-Sep-2013 18:00:00","Outbound",22158798,341288
"23-Sep-2013 17:00:00","Inbound",30954485,136727
"23-Sep-2013 17:00:00","Outbound",23480997,136273
"23-Sep-2013 16:00:00","Inbound",31405779,106924
"23-Sep-2013 16:00:00","Outbound",23689849,169201
"23-Sep-2013 15:00:00","Inbound",30577840,125616
"23-Sep-2013 15:00:00","Outbound",21991432,97813
"23-Sep-2013 14:00:00","Inbound",38122938,143217
"23-Sep-2013 14:00:00","Outbound",28908526,146427
"23-Sep-2013 13:00:00","Inbound",44344726,175407
"23-Sep-2013 13:00:00","Outbound",36274457,201338
"23-Sep-2013 12:00:00","Inbound",50701954,185410
"23-Sep-2013 12:00:00","Outbound",34334657,152369
"23-Sep-2013 11:00:00","Inbound",45929996,302119
"23-Sep-2013 11:00:00","Outbound",30500868,211149
"23-Sep-2013 10:00:00","Inbound",54040669,456090
"23-Sep-2013 10:00:00","Outbound",32741154,139320
"23-Sep-2013 09:00:00","Inbound",35351612,89835
"23-Sep-2013 09:00:00","Outbound",25547229,86698
"23-Sep-2013 08:00:00","Inbound",19888850,21407
"23-Sep-2013 08:00:00","Outbound",15463536,24843
"23-Sep-2013 07:00:00","Inbound",6687078,7541
"23-Sep-2013 07:00:00","Outbound",5520805,15035
"23-Sep-2013 06:00:00","Inbound",1731613,4858
"23-Sep-2013 06:00:00","Outbound",2151621,13266
"23-Sep-2013 05:00:00","Inbound",2340502,9817
"23-Sep-2013 05:00:00","Outbound",2634294,16083
"23-Sep-2013 04:00:00","Inbound",2297494,10348
"23-Sep-2013 04:00:00","Outbound",2859397,18736
"23-Sep-2013 03:00:00","Inbound",3408362,9843
"23-Sep-2013 03:00:00","Outbound",3522610,21209
"23-Sep-2013 02:00:00","Inbound",3983366,6669
"23-Sep-2013 02:00:00","Outbound",3734185,22050
"23-Sep-2013 01:00:00","Inbound",4449641,10692
"23-Sep-2013 01:00:00","Outbound",4420633,28414
"23-Sep-2013 00:00:00","Inbound",4450518,12492
"23-Sep-2013 00:00:00","Outbound",5004402,29931
"22-Sep-2013 23:00:00","Inbound",4972265,11930
"22-Sep-2013 23:00:00","Outbound",5619686,29405
"22-Sep-2013 22:00:00","Inbound",6946324,24978
"22-Sep-2013 22:00:00","Outbound",7193493,39418
"22-Sep-2013 21:00:00","Inbound",8897066,32573
"22-Sep-2013 21:00:00","Outbound",10120938,38164
"22-Sep-2013 20:00:00","Inbound",7431902,25769
"22-Sep-2013 20:00:00","Outbound",9652145,38896
"22-Sep-2013 19:00:00","Inbound",6235639,21375
"22-Sep-2013 19:00:00","Outbound",7436917,43646
"22-Sep-2013 18:00:00","Inbound",9420442,142460
"22-Sep-2013 18:00:00","Outbound",8071477,33616
"22-Sep-2013 17:00:00","Inbound",6009132,11369
"22-Sep-2013 17:00:00","Outbound",6360339,25423
"22-Sep-2013 16:00:00","Inbound",6858354,16045
"22-Sep-2013 16:00:00","Outbound",6556469,26103
"22-Sep-2013 15:00:00","Inbound",5441589,29778
"22-Sep-2013 15:00:00","Outbound",5022189,23900
"22-Sep-2013 14:00:00","Inbound",6200661,32187
"22-Sep-2013 14:00:00","Outbound",6994718,163957
"22-Sep-2013 13:00:00","Inbound",6782417,14014
"22-Sep-2013 13:00:00","Outbound",7129471,33154
"22-Sep-2013 12:00:00","Inbound",7585262,7593
"22-Sep-2013 12:00:00","Outbound",7886789,31586
"22-Sep-2013 11:00:00","Inbound",6854856,7049
"22-Sep-2013 11:00:00","Outbound",10622768,23051
"22-Sep-2013 10:00:00","Inbound",7643547,7208
"22-Sep-2013 10:00:00","Outbound",8764248,17795
"22-Sep-2013 09:00:00","Inbound",4923751,5975
"22-Sep-2013 09:00:00","Outbound",4397560,16186
"22-Sep-2013 08:00:00","Inbound",3114020,3890
"22-Sep-2013 08:00:00","Outbound",3052609,13909
"22-Sep-2013 07:00:00","Inbound",1176168,2105
"22-Sep-2013 07:00:00","Outbound",1875573,15120
"22-Sep-2013 06:00:00","Inbound",910892,2556
"22-Sep-2013 06:00:00","Outbound",1655561,15579
"22-Sep-2013 05:00:00","Inbound",1556439,2673
"22-Sep-2013 05:00:00","Outbound",2028783,17673
"22-Sep-2013 04:00:00","Inbound",2021401,2809
"22-Sep-2013 04:00:00","Outbound",2362207,16200
"22-Sep-2013 03:00:00","Inbound",2542523,3513
"22-Sep-2013 03:00:00","Outbound",2888211,18333
"22-Sep-2013 02:00:00","Inbound",2272058,2893
"22-Sep-2013 02:00:00","Outbound",2726425,16536
"22-Sep-2013 01:00:00","Inbound",2554079,4223
"22-Sep-2013 01:00:00","Outbound",2950588,17846
"22-Sep-2013 00:00:00","Inbound",3856553,6178
"22-Sep-2013 00:00:00","Outbound",3801869,20076
"21-Sep-2013 23:00:00","Inbound",5064242,8938
"21-Sep-2013 23:00:00","Outbound",4796394,19967
"21-Sep-2013 22:00:00","Inbound",3376878,7467
"21-Sep-2013 22:00:00","Outbound",3595581,19553
"21-Sep-2013 21:00:00","Inbound",3946389,6423
"21-Sep-2013 21:00:00","Outbound",3986077,87253
"21-Sep-2013 20:00:00","Inbound",5675711,9428
"21-Sep-2013 20:00:00","Outbound",5053012,400858
"21-Sep-2013 19:00:00","Inbound",6214131,8038
"21-Sep-2013 19:00:00","Outbound",5301377,23615
"21-Sep-2013 18:00:00","Inbound",7057651,11465
"21-Sep-2013 18:00:00","Outbound",7472193,39060
"21-Sep-2013 17:00:00","Inbound",5153912,10441
"21-Sep-2013 17:00:00","Outbound",4858011,26915
"21-Sep-2013 16:00:00","Inbound",4695149,6645
"21-Sep-2013 16:00:00","Outbound",4735537,19783
"21-Sep-2013 15:00:00","Inbound",6718648,6163
"21-Sep-2013 15:00:00","Outbound",4904238,20532
"21-Sep-2013 14:00:00","Inbound",4571122,7529
"21-Sep-2013 14:00:00","Outbound",4658518,16404
"21-Sep-2013 13:00:00","Inbound",5821345,8931
"21-Sep-2013 13:00:00","Outbound",5666088,15159
"21-Sep-2013 12:00:00","Inbound",9984505,7432
"21-Sep-2013 12:00:00","Outbound",7909246,13864
"21-Sep-2013 11:00:00","Inbound",12528601,7941
"21-Sep-2013 11:00:00","Outbound",9206756,19271
"21-Sep-2013 10:00:00","Inbound",10905545,7123
"21-Sep-2013 10:00:00","Outbound",8433484,16661
"21-Sep-2013 09:00:00","Inbound",5922747,5509
"21-Sep-2013 09:00:00","Outbound",5447199,11429
"21-Sep-2013 08:00:00","Inbound",4417626,3752
"21-Sep-2013 08:00:00","Outbound",3398260,6798
"21-Sep-2013 07:00:00","Inbound",3965296,2745
"21-Sep-2013 07:00:00","Outbound",4211301,12451
"21-Sep-2013 06:00:00","Inbound",1597778,2721
"21-Sep-2013 06:00:00","Outbound",2356973,13994
"21-Sep-2013 05:00:00","Inbound",1439447,2393
"21-Sep-2013 05:00:00","Outbound",2260228,13425
"21-Sep-2013 04:00:00","Inbound",1383927,2653
"21-Sep-2013 04:00:00","Outbound",2489931,9921
"21-Sep-2013 03:00:00","Inbound",1549896,2697
"21-Sep-2013 03:00:00","Outbound",2222246,16049
"21-Sep-2013 02:00:00","Inbound",1467781,5449
"21-Sep-2013 02:00:00","Outbound",2285936,14681
"21-Sep-2013 01:00:00","Inbound",2299807,7778
"21-Sep-2013 01:00:00","Outbound",3048993,14435
"21-Sep-2013 00:00:00","Inbound",4137107,11021
"21-Sep-2013 00:00:00","Outbound",4295268,19476
"20-Sep-2013 23:00:00","Inbound",7154155,16245
"20-Sep-2013 23:00:00","Outbound",5533488,15681
"20-Sep-2013 22:00:00","Inbound",7654355,19455
"20-Sep-2013 22:00:00","Outbound",6405977,23901
"20-Sep-2013 21:00:00","Inbound",5172456,13809
"20-Sep-2013 21:00:00","Outbound",5413103,31042
"20-Sep-2013 20:00:00","Inbound",10256936,11997
"20-Sep-2013 20:00:00","Outbound",8710471,22121
"20-Sep-2013 19:00:00","Inbound",17918680,112230
"20-Sep-2013 19:00:00","Outbound",13035947,33028
"20-Sep-2013 18:00:00","Inbound",20910955,156368
"20-Sep-2013 18:00:00","Outbound",15263641,53004
"20-Sep-2013 17:00:00","Inbound",20868772,282713
"20-Sep-2013 17:00:00","Outbound",16121286,79887
"20-Sep-2013 16:00:00","Inbound",28551115,189794
"20-Sep-2013 16:00:00","Outbound",18530395,61150
"20-Sep-2013 15:00:00","Inbound",25818836,158256
"20-Sep-2013 15:00:00","Outbound",15224355,54822
"20-Sep-2013 14:00:00","Inbound",20241256,89470
"20-Sep-2013 14:00:00","Outbound",15893663,240715
"20-Sep-2013 13:00:00","Inbound",42894370,367501
"20-Sep-2013 13:00:00","Outbound",31012492,451093
"20-Sep-2013 12:00:00","Inbound",41754804,452104
"20-Sep-2013 12:00:00","Outbound",30544330,145791
"20-Sep-2013 11:00:00","Inbound",42157566,333672
"20-Sep-2013 11:00:00","Outbound",28613391,154794
"20-Sep-2013 10:00:00","Inbound",63750991,339727
"20-Sep-2013 10:00:00","Outbound",34698842,146615
"20-Sep-2013 09:00:00","Inbound",49876485,189369
"20-Sep-2013 09:00:00","Outbound",30396556,112086
"20-Sep-2013 08:00:00","Inbound",26675327,72629
"20-Sep-2013 08:00:00","Outbound",17524857,43095
"20-Sep-2013 07:00:00","Inbound",5874224,6769
"20-Sep-2013 07:00:00","Outbound",5300949,20352
"20-Sep-2013 06:00:00","Inbound",1769973,5232
"20-Sep-2013 06:00:00","Outbound",2326902,18611
"20-Sep-2013 05:00:00","Inbound",1837102,5113
"20-Sep-2013 05:00:00","Outbound",2202703,16199
"20-Sep-2013 04:00:00","Inbound",2833235,6252
"20-Sep-2013 04:00:00","Outbound",3816375,27673
"20-Sep-2013 03:00:00","Inbound",3757955,6489
"20-Sep-2013 03:00:00","Outbound",3657846,32727
"20-Sep-2013 02:00:00","Inbound",5589396,5828
"20-Sep-2013 02:00:00","Outbound",3621446,26649
"20-Sep-2013 01:00:00","Inbound",5040381,7102
"20-Sep-2013 01:00:00","Outbound",5346586,43898
"20-Sep-2013 00:00:00","Inbound",4727912,10649
"20-Sep-2013 00:00:00","Outbound",5631905,40449
"19-Sep-2013 23:00:00","Inbound",7598048,13565
"19-Sep-2013 23:00:00","Outbound",7872171,51420
"19-Sep-2013 22:00:00","Inbound",7538899,19484
"19-Sep-2013 22:00:00","Outbound",8116734,47050
"19-Sep-2013 21:00:00","Inbound",10817900,22055
"19-Sep-2013 21:00:00","Outbound",10334707,52398
"19-Sep-2013 20:00:00","Inbound",18373258,36227
"19-Sep-2013 20:00:00","Outbound",15033274,95580
"19-Sep-2013 19:00:00","Inbound",27944157,113574
"19-Sep-2013 19:00:00","Outbound",20064619,185279
"19-Sep-2013 18:00:00","Inbound",35801272,76966
"19-Sep-2013 18:00:00","Outbound",23741026,498909
"19-Sep-2013 17:00:00","Inbound",34202410,95130
"19-Sep-2013 17:00:00","Outbound",24455297,192183
"19-Sep-2013 16:00:00","Inbound",30486168,62907
"19-Sep-2013 16:00:00","Outbound",21945074,164306
"19-Sep-2013 15:00:00","Inbound",16771511,33010
"19-Sep-2013 15:00:00","Outbound",14180575,45604
"19-Sep-2013 14:00:00","Inbound",30773635,93163
"19-Sep-2013 14:00:00","Outbound",21556494,98421
"19-Sep-2013 13:00:00","Inbound",43164908,135152
"19-Sep-2013 13:00:00","Outbound",31148094,624346
"19-Sep-2013 12:00:00","Inbound",49697360,177862
"19-Sep-2013 12:00:00","Outbound",33812125,681392
"19-Sep-2013 11:00:00","Inbound",42750307,121129
"19-Sep-2013 11:00:00","Outbound",30290573,186726
"19-Sep-2013 10:00:00","Inbound",37229515,108506
"19-Sep-2013 10:00:00","Outbound",27268129,193981
"19-Sep-2013 09:00:00","Inbound",30099144,80403
"19-Sep-2013 09:00:00","Outbound",22273957,80349
"19-Sep-2013 08:00:00","Inbound",21435784,32702
"19-Sep-2013 08:00:00","Outbound",17577483,21176
"19-Sep-2013 07:00:00","Inbound",10032498,7688
"19-Sep-2013 07:00:00","Outbound",7577631,13685
"19-Sep-2013 06:00:00","Inbound",1863716,2716
"19-Sep-2013 06:00:00","Outbound",2185615,11802
"19-Sep-2013 05:00:00","Inbound",1534561,2374
"19-Sep-2013 05:00:00","Outbound",2071363,14313
"19-Sep-2013 04:00:00","Inbound",1787493,2267
"19-Sep-2013 04:00:00","Outbound",2413893,14576
"19-Sep-2013 03:00:00","Inbound",1841715,2933
"19-Sep-2013 03:00:00","Outbound",2337366,14752
"19-Sep-2013 02:00:00","Inbound",2337842,3463
"19-Sep-2013 02:00:00","Outbound",2809640,17120
"19-Sep-2013 01:00:00","Inbound",3333361,4607
"19-Sep-2013 01:00:00","Outbound",4006017,26191
"19-Sep-2013 00:00:00","Inbound",6061589,7231
"19-Sep-2013 00:00:00","Outbound",6731283,26225
"18-Sep-2013 23:00:00","Inbound",8074141,10657
"18-Sep-2013 23:00:00","Outbound",6991812,36104
"18-Sep-2013 22:00:00","Inbound",10265495,22864
"18-Sep-2013 22:00:00","Outbound",8305759,32425
"18-Sep-2013 21:00:00","Inbound",12073124,38335
"18-Sep-2013 21:00:00","Outbound",9867125,39675
"18-Sep-2013 20:00:00","Inbound",21368126,28911
"18-Sep-2013 20:00:00","Outbound",14880604,42381
"18-Sep-2013 19:00:00","Inbound",30026829,74733
"18-Sep-2013 19:00:00","Outbound",21062599,296103
"18-Sep-2013 18:00:00","Inbound",31238744,114013
"18-Sep-2013 18:00:00","Outbound",23267086,87808
"18-Sep-2013 17:00:00","Inbound",32822075,75613
"18-Sep-2013 17:00:00","Outbound",21563471,125949
"18-Sep-2013 16:00:00","Inbound",26430564,62498
"18-Sep-2013 16:00:00","Outbound",19060350,106593
"18-Sep-2013 15:00:00","Inbound",18310716,49096
"18-Sep-2013 15:00:00","Outbound",13519014,74442
"18-Sep-2013 14:00:00","Inbound",30799383,98000
"18-Sep-2013 14:00:00","Outbound",22503965,107240
"18-Sep-2013 13:00:00","Inbound",44772120,169657
"18-Sep-2013 13:00:00","Outbound",31703414,162341
"18-Sep-2013 12:00:00","Inbound",47437592,315989
"18-Sep-2013 12:00:00","Outbound",32677518,107590
"18-Sep-2013 11:00:00","Inbound",38888869,213302
"18-Sep-2013 11:00:00","Outbound",26142783,94609
"18-Sep-2013 10:00:00","Inbound",41251908,151161
"18-Sep-2013 10:00:00","Outbound",26498653,124941
"18-Sep-2013 09:00:00","Inbound",34976379,155413
"18-Sep-2013 09:00:00","Outbound",22405005,72767
"18-Sep-2013 08:00:00","Inbound",23321636,41992
"18-Sep-2013 08:00:00","Outbound",15235645,28235
"18-Sep-2013 07:00:00","Inbound",6701958,6102
"18-Sep-2013 07:00:00","Outbound",5668837,15784
"18-Sep-2013 06:00:00","Inbound",2530066,4289
"18-Sep-2013 06:00:00","Outbound",3154730,22083
"18-Sep-2013 05:00:00","Inbound",2149998,4264
"18-Sep-2013 05:00:00","Outbound",2410549,27558
"18-Sep-2013 04:00:00","Inbound",2251699,4456
"18-Sep-2013 04:00:00","Outbound",3089361,36422
"18-Sep-2013 03:00:00","Inbound",2649140,5203
"18-Sep-2013 03:00:00","Outbound",3626975,30309
"18-Sep-2013 02:00:00","Inbound",3363485,5964
"18-Sep-2013 02:00:00","Outbound",4302750,29728
"18-Sep-2013 01:00:00","Inbound",4575507,6313
"18-Sep-2013 01:00:00","Outbound",4918839,36403
"18-Sep-2013 00:00:00","Inbound",7196293,8370
"18-Sep-2013 00:00:00","Outbound",7773679,40118
"17-Sep-2013 23:00:00","Inbound",12599851,16609
"17-Sep-2013 23:00:00","Outbound",10491412,49123
"17-Sep-2013 22:00:00","Inbound",13169809,28295
"17-Sep-2013 22:00:00","Outbound",11237740,42184
"17-Sep-2013 21:00:00","Inbound",13825415,30623
"17-Sep-2013 21:00:00","Outbound",11385866,65701
"17-Sep-2013 20:00:00","Inbound",19590329,43631
"17-Sep-2013 20:00:00","Outbound",15149240,131337
"17-Sep-2013 19:00:00","Inbound",31369901,133986
"17-Sep-2013 19:00:00","Outbound",22205349,224270
"17-Sep-2013 18:00:00","Inbound",40871328,150848
"17-Sep-2013 18:00:00","Outbound",27093961,262700
"17-Sep-2013 17:00:00","Inbound",33541271,131635
"17-Sep-2013 17:00:00","Outbound",25437468,329430
"17-Sep-2013 16:00:00","Inbound",36264165,104039
"17-Sep-2013 16:00:00","Outbound",25685139,98567
"17-Sep-2013 15:00:00","Inbound",35570708,61842
"17-Sep-2013 15:00:00","Outbound",23026234,70731
"17-Sep-2013 14:00:00","Inbound",42041876,152177
"17-Sep-2013 14:00:00","Outbound",28659399,134767
"17-Sep-2013 13:00:00","Inbound",42740932,152723
"17-Sep-2013 13:00:00","Outbound",29918819,189227
"17-Sep-2013 12:00:00","Inbound",45260610,189699
"17-Sep-2013 12:00:00","Outbound",30944730,183669
"17-Sep-2013 11:00:00","Inbound",49058280,181301
"17-Sep-2013 11:00:00","Outbound",34092799,151529
"17-Sep-2013 10:00:00","Inbound",49488322,147462
"17-Sep-2013 10:00:00","Outbound",30645032,117440
"17-Sep-2013 09:00:00","Inbound",33571163,92801
"17-Sep-2013 09:00:00","Outbound",23782103,83347
"17-Sep-2013 08:00:00","Inbound",17216952,21769
"17-Sep-2013 08:00:00","Outbound",11933986,21714
"17-Sep-2013 07:00:00","Inbound",10012536,6148
"17-Sep-2013 07:00:00","Outbound",6558298,19932
"17-Sep-2013 06:00:00","Inbound",2065801,2438
"17-Sep-2013 06:00:00","Outbound",2261365,16178
"17-Sep-2013 05:00:00","Inbound",1630825,2464
"17-Sep-2013 05:00:00","Outbound",2102108,17318
"17-Sep-2013 04:00:00","Inbound",1876728,2271
"17-Sep-2013 04:00:00","Outbound",2133694,15006
"17-Sep-2013 03:00:00","Inbound",2561676,2906
"17-Sep-2013 03:00:00","Outbound",2707988,21581
"17-Sep-2013 02:00:00","Inbound",4859840,3895
"17-Sep-2013 02:00:00","Outbound",3859214,25853
"17-Sep-2013 01:00:00","Inbound",3267545,5794
"17-Sep-2013 01:00:00","Outbound",3662315,26197
"17-Sep-2013 00:00:00","Inbound",3834462,11465
"17-Sep-2013 00:00:00","Outbound",4104409,34016
"16-Sep-2013 23:00:00","Inbound",7858228,18576
"16-Sep-2013 23:00:00","Outbound",7360152,38792
"16-Sep-2013 22:00:00","Inbound",7184287,15686
"16-Sep-2013 22:00:00","Outbound",7101892,43689
"16-Sep-2013 21:00:00","Inbound",9386412,13186
"16-Sep-2013 21:00:00","Outbound",8350726,40311
"16-Sep-2013 20:00:00","Inbound",15616127,48502
"16-Sep-2013 20:00:00","Outbound",12405975,43023
"16-Sep-2013 19:00:00","Inbound",44355807,234665
"16-Sep-2013 19:00:00","Outbound",26104136,77899
"16-Sep-2013 18:00:00","Inbound",46510700,212142
"16-Sep-2013 18:00:00","Outbound",28092304,122524
"16-Sep-2013 17:00:00","Inbound",48781729,203386
"16-Sep-2013 17:00:00","Outbound",31499885,211186
"16-Sep-2013 16:00:00","Inbound",43171855,259658
"16-Sep-2013 16:00:00","Outbound",28000740,435680
"16-Sep-2013 15:00:00","Inbound",30183441,57123
"16-Sep-2013 15:00:00","Outbound",20361420,127323
"16-Sep-2013 14:00:00","Inbound",46868251,114949
"16-Sep-2013 14:00:00","Outbound",26777909,87275
"16-Sep-2013 13:00:00","Inbound",39567643,164662
"16-Sep-2013 13:00:00","Outbound",32972135,113881
"16-Sep-2013 12:00:00","Inbound",56477160,479177
"16-Sep-2013 12:00:00","Outbound",41369431,180899
"16-Sep-2013 11:00:00","Inbound",54496867,221526
"16-Sep-2013 11:00:00","Outbound",34799512,191865
"16-Sep-2013 10:00:00","Inbound",55295142,162970
"16-Sep-2013 10:00:00","Outbound",34791294,125544
"16-Sep-2013 09:00:00","Inbound",40418183,110798
"16-Sep-2013 09:00:00","Outbound",25655565,72245
"16-Sep-2013 08:00:00","Inbound",20728242,18460
"16-Sep-2013 08:00:00","Outbound",15700997,20843
"16-Sep-2013 07:00:00","Inbound",9503570,5264
"16-Sep-2013 07:00:00","Outbound",6319129,14040
"16-Sep-2013 06:00:00","Inbound",1571796,3326
"16-Sep-2013 06:00:00","Outbound",1996093,12745
"16-Sep-2013 05:00:00","Inbound",2419031,10385
"16-Sep-2013 05:00:00","Outbound",2671970,14844
"16-Sep-2013 04:00:00","Inbound",2812148,15919
"16-Sep-2013 04:00:00","Outbound",2816960,17096
"16-Sep-2013 03:00:00","Inbound",4096921,8220
"16-Sep-2013 03:00:00","Outbound",3558410,23448
"16-Sep-2013 02:00:00","Inbound",3545853,7222
"16-Sep-2013 02:00:00","Outbound",3362748,20275
"16-Sep-2013 01:00:00","Inbound",3378115,10450
"16-Sep-2013 01:00:00","Outbound",3591757,24242
"16-Sep-2013 00:00:00","Inbound",5406460,10952
"16-Sep-2013 00:00:00","Outbound",4834610,30041
"15-Sep-2013 23:00:00","Inbound",7470881,9011
"15-Sep-2013 23:00:00","Outbound",6535557,33782
"15-Sep-2013 22:00:00","Inbound",9626344,15023
"15-Sep-2013 22:00:00","Outbound",8096391,32060
"15-Sep-2013 21:00:00","Inbound",9100083,34932
"15-Sep-2013 21:00:00","Outbound",7594445,36053
"15-Sep-2013 20:00:00","Inbound",15102954,21721
"15-Sep-2013 20:00:00","Outbound",9510701,30152
"15-Sep-2013 19:00:00","Inbound",20420924,73447
"15-Sep-2013 19:00:00","Outbound",12545996,47904
"15-Sep-2013 18:00:00","Inbound",20286294,50783
"15-Sep-2013 18:00:00","Outbound",13292614,49553
"15-Sep-2013 17:00:00","Inbound",14114547,31394
"15-Sep-2013 17:00:00","Outbound",11140777,35235
"15-Sep-2013 16:00:00","Inbound",14070556,24333
"15-Sep-2013 16:00:00","Outbound",10490024,30089
"15-Sep-2013 15:00:00","Inbound",10753003,20934
"15-Sep-2013 15:00:00","Outbound",9790825,26507
"15-Sep-2013 14:00:00","Inbound",6226284,10964
"15-Sep-2013 14:00:00","Outbound",5887700,20363
"15-Sep-2013 13:00:00","Inbound",12808023,12114
"15-Sep-2013 13:00:00","Outbound",9564929,26133
"15-Sep-2013 12:00:00","Inbound",14760352,19805
"15-Sep-2013 12:00:00","Outbound",11811767,24595
"15-Sep-2013 11:00:00","Inbound",10987144,13379
"15-Sep-2013 11:00:00","Outbound",8713786,25505
"15-Sep-2013 10:00:00","Inbound",10529205,12259
"15-Sep-2013 10:00:00","Outbound",7608391,19133
"15-Sep-2013 09:00:00","Inbound",11884708,9501
"15-Sep-2013 09:00:00","Outbound",8679513,28773
"15-Sep-2013 08:00:00","Inbound",2813665,4635
"15-Sep-2013 08:00:00","Outbound",2904179,7757
"15-Sep-2013 07:00:00","Inbound",1446069,3909
"15-Sep-2013 07:00:00","Outbound",1844907,8443
"15-Sep-2013 06:00:00","Inbound",1707177,3525
"15-Sep-2013 06:00:00","Outbound",1923456,10478
"15-Sep-2013 05:00:00","Inbound",1476328,4184
"15-Sep-2013 05:00:00","Outbound",1942415,16584
"15-Sep-2013 04:00:00","Inbound",2545372,7906
"15-Sep-2013 04:00:00","Outbound",2495722,13318
"15-Sep-2013 03:00:00","Inbound",3072396,11888
"15-Sep-2013 03:00:00","Outbound",2871427,13505
"15-Sep-2013 02:00:00","Inbound",7409377,15760
"15-Sep-2013 02:00:00","Outbound",5092279,13597
"15-Sep-2013 01:00:00","Inbound",12845190,33016
"15-Sep-2013 01:00:00","Outbound",6534895,15891
"15-Sep-2013 00:00:00","Inbound",14042017,42688
"15-Sep-2013 00:00:00","Outbound",8783531,17973
"14-Sep-2013 23:00:00","Inbound",7092715,16733
"14-Sep-2013 23:00:00","Outbound",6037256,44865
"14-Sep-2013 22:00:00","Inbound",4810837,13112
"14-Sep-2013 22:00:00","Outbound",4644282,20902
"14-Sep-2013 21:00:00","Inbound",5873134,13958
"14-Sep-2013 21:00:00","Outbound",4753528,24934
"14-Sep-2013 20:00:00","Inbound",9120774,14361
"14-Sep-2013 20:00:00","Outbound",7170694,23913
"14-Sep-2013 19:00:00","Inbound",13528243,47284
"14-Sep-2013 19:00:00","Outbound",9892627,37620
"14-Sep-2013 18:00:00","Inbound",15486641,35144
"14-Sep-2013 18:00:00","Outbound",11429904,40860
"14-Sep-2013 17:00:00","Inbound",20062094,53781
"14-Sep-2013 17:00:00","Outbound",12583517,21601
"14-Sep-2013 16:00:00","Inbound",16262855,35360
"14-Sep-2013 16:00:00","Outbound",9748065,20342
"14-Sep-2013 15:00:00","Inbound",12029667,22309
"14-Sep-2013 15:00:00","Outbound",7515486,22648
"14-Sep-2013 14:00:00","Inbound",6732951,16071
"14-Sep-2013 14:00:00","Outbound",5609680,29277
"14-Sep-2013 13:00:00","Inbound",11377732,44345
"14-Sep-2013 13:00:00","Outbound",9892765,67615
"14-Sep-2013 12:00:00","Inbound",15881636,78934
"14-Sep-2013 12:00:00","Outbound",12027561,67253
"14-Sep-2013 11:00:00","Inbound",17394248,84707
"14-Sep-2013 11:00:00","Outbound",11743857,364488
"14-Sep-2013 10:00:00","Inbound",17236306,91592
"14-Sep-2013 10:00:00","Outbound",11729520,79780
"14-Sep-2013 09:00:00","Inbound",12190116,61705
"14-Sep-2013 09:00:00","Outbound",10575574,68049
"14-Sep-2013 08:00:00","Inbound",4551865,18987
"14-Sep-2013 08:00:00","Outbound",4511938,35251
"14-Sep-2013 07:00:00","Inbound",1728635,2349
"14-Sep-2013 07:00:00","Outbound",1869391,12035
"14-Sep-2013 06:00:00","Inbound",1853455,2084
"14-Sep-2013 06:00:00","Outbound",1904308,5849
"14-Sep-2013 05:00:00","Inbound",1376570,1777
"14-Sep-2013 05:00:00","Outbound",1602327,7276
"14-Sep-2013 04:00:00","Inbound",1652749,1976
"14-Sep-2013 04:00:00","Outbound",1988430,10050
"14-Sep-2013 03:00:00","Inbound",2676872,3187
"14-Sep-2013 03:00:00","Outbound",3004061,14577
"14-Sep-2013 02:00:00","Inbound",4095264,3179
"14-Sep-2013 02:00:00","Outbound",4273738,20327
"14-Sep-2013 01:00:00","Inbound",4848098,7892
"14-Sep-2013 01:00:00","Outbound",4284702,26435
"14-Sep-2013 00:00:00","Inbound",8118188,19582
"14-Sep-2013 00:00:00","Outbound",6105610,25352
"13-Sep-2013 23:00:00","Inbound",7571250,15498
"13-Sep-2013 23:00:00","Outbound",6558513,20435
"13-Sep-2013 22:00:00","Inbound",6695464,16602
"13-Sep-2013 22:00:00","Outbound",5671202,22406
"13-Sep-2013 21:00:00","Inbound",11059748,18984
"13-Sep-2013 21:00:00","Outbound",7243092,33432
"13-Sep-2013 20:00:00","Inbound",21889588,22320
